Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38694676,CREDIT CARD,283-15-7859,270-325-8583,Vincent,Owsley,Vincent,KY,41386,South,25-04-18,"$43,747",Default,29-07-21,757,765,"$9,187"
38694677,CREDIT CARD,457-99-1347,206-333-3828,Issaquah,King,Issaquah,WA,98027,West,24-10-20,"$99,624",Non-Default,07-04-21,673,716,"$4,981"
38694678,CREDIT CARD,521-99-5353,239-639-4575,Naples,Collier,Naples,FL,34102,South,13-08-21,"$53,703",Default,31-12-20,885,931,"$20,407"
38694679,CREDIT CARD,189-86-9990,262-879-3658,Reedsville,Manitowoc,Reedsville,WI,54230,Midwest,14-02-21,"$90,254",Non-Default,24-08-21,762,766,"$37,907"
38694680,PERSONAL LOAN,231-99-3919,210-555-3018,Corpus Christi,Nueces,Corpus Christi,TX,78405,South,15-08-21,"$46,833",Non-Default,24-08-21,679,690,"$21,543"
38694681,CREDIT CARD,295-15-3978,701-526-9921,Fargo,Cass,Fargo,ND,58102,Midwest,27-12-18,"$32,390",Non-Default,24-08-21,651,666,"$12,632"
38694682,MORTGAGE,127-98-1896,405-418-2341,Hastings,Jefferson,Hastings,OK,73548,South,18-02-21,"$700,761",Default,07-04-21,896,925,"$49,053"
38694683,MORTGAGE,299-15-4621,304-534-5744,Linn,Gilmer,Linn,WV,26384,South,05-02-21,"$912,064",Non-Default,09-03-21,792,825,"$109,448"
38694684,MORTGAGE,222-11-7360,203-897-3402,Hartford,Hartford,Hartford,CT,6132,Northeast,07-04-19,"$191,291",Default,22-04-21,900,938,"$26,781"
38694685,MORTGAGE,079-02-0863,206-620-2655,Seattle,King,Seattle,WA,98114,West,17-08-21,"$641,316",Non-Default,24-04-21,821,814,"$38,479"
38694686,CREDIT CARD,726-18-7033,217-513-0700,Dix,Jefferson,Dix,IL,62830,Midwest,24-08-21,"$64,472",Non-Default,18-03-21,836,869,"$31,591"
38694687,MORTGAGE,600-99-9425,225-227-2866,Denham Springs,Livingston,Denham Springs,LA,70706,South,17-01-21,"$808,355",Non-Default,16-08-21,889,920,"$113,170"
38694688,CREDIT CARD,333-11-7681,270-317-3400,Louisville,Jefferson,Louisville,KY,40214,South,24-08-21,"$96,582",Non-Default,24-08-21,730,766,"$25,111"
38694689,PERSONAL LOAN,496-29-7475,304-930-8744,Branchland,Lincoln,Branchland,WV,25506,South,22-01-21,"$184,615",Default,24-08-21,883,877,"$42,461"
38694690,CREDIT CARD,157-23-0030,212-420-3322,Durhamville,Oneida,Durhamville,NY,13054,Northeast,08-01-19,"$46,254",Non-Default,20-02-21,692,728,"$8,326"
38694691,MORTGAGE,575-99-7769,219-287-7815,Portland,Jay,Portland,IN,47371,Midwest,04-02-19,"$191,914",Default,05-03-21,850,871,"$5,757"
38694692,MORTGAGE,513-31-5161,206-441-9945,Tacoma,Pierce,Tacoma,WA,98402,West,25-12-19,"$782,239",Default,24-08-21,889,933,"$203,382"
38694693,CREDIT CARD,404-73-6319,212-990-7758,North Lawrence,St. Lawrence,North Lawrence,NY,12967,Northeast,07-01-18,"$95,463",Non-Default,07-03-21,815,819,"$35,321"
38694694,MORTGAGE,309-37-3428,304-456-5403,Charleston,Kanawha,Charleston,WV,25389,South,21-05-21,"$843,045",Non-Default,05-11-20,652,696,"$118,026"
38694695,MORTGAGE,546-99-2546,808-413-1412,Honolulu,Honolulu,Honolulu,HI,96827,West,26-10-20,"$112,724",Non-Default,05-01-21,709,708,"$54,108"
38694696,MORTGAGE,616-87-5857,319-849-9485,Plover,Pocahontas,Plover,IA,50573,Midwest,07-08-18,"$416,814",Non-Default,24-08-21,665,659,"$20,841"
38694697,MORTGAGE,640-29-1932,217-361-1769,Riverdale,Cook,Riverdale,IL,60827,Midwest,16-05-18,"$100,347",Non-Default,24-08-21,871,905,"$14,049"
38694698,CREDIT CARD,301-15-8054,216-663-4638,Cumberland,Guernsey,Cumberland,OH,43732,Midwest,05-10-18,"$48,073",Default,21-05-21,848,890,"$3,365"
38694699,MORTGAGE,149-23-1183,385-725-6978,Salt Lake City,Salt Lake,Salt Lake City,UT,84199,West,22-01-18,"$559,033",Non-Default,06-12-20,669,673,"$50,313"
38694700,CREDIT CARD,350-08-6611,802-745-0964,Bakersfield,Franklin,Bakersfield,VT,5441,Northeast,24-08-21,"$34,801",Non-Default,24-08-21,669,700,"$14,964"
38694701,CREDIT CARD,206-84-5880,215-828-5345,Rector,Westmoreland,Rector,PA,15677,Northeast,15-08-20,"$39,506",Default,25-03-21,663,694,"$13,037"
38694702,CREDIT CARD,259-99-8014,239-905-1222,Miami,Miami-Dade,Miami,FL,33132,South,24-08-21,"$32,515",Non-Default,22-07-21,826,847,"$5,853"
38694703,CREDIT CARD,596-94-0640,212-373-0332,Hilton,Monroe,Hilton,NY,14468,Northeast,05-08-19,"$36,438",Non-Default,17-05-21,884,901,"$5,101"
38694704,MORTGAGE,083-02-0047,210-457-5827,Lufkin,Angelina,Lufkin,TX,75903,South,28-08-20,"$666,651",Non-Default,05-06-21,799,809,"$286,660"
38694705,MORTGAGE,071-02-1764,240-299-5557,Faulkner,Charles,Faulkner,MD,20632,South,18-07-18,"$816,886",Default,03-05-21,799,790,$0
38694706,MORTGAGE,593-99-5696,210-974-7850,Conroe,Montgomery,Conroe,TX,77302,South,15-12-18,"$834,528",Non-Default,06-03-21,857,907,"$417,264"
38694707,PERSONAL LOAN,148-23-2403,209-527-9795,Anaheim,Orange,Anaheim,CA,92899,West,21-04-21,"$139,196",Default,22-01-21,826,849,"$45,935"
38694708,MORTGAGE,055-02-9564,304-937-8020,Blacksville,Monongalia,Blacksville,WV,26521,South,25-02-19,"$816,535",Non-Default,24-08-21,759,752,"$195,968"
38694709,PERSONAL LOAN,142-23-0211,701-710-1977,Belfield,Stark,Belfield,ND,58622,Midwest,17-04-19,"$108,141",Non-Default,14-07-21,665,689,"$31,361"
38694710,CREDIT CARD,436-99-6769,808-386-9719,Waimea,Kauai,Waimea,HI,96796,West,08-05-20,"$80,066",Non-Default,31-07-21,694,711,"$1,601"
38694711,PERSONAL LOAN,170-86-7495,225-984-6188,Pierre Part,Assumption,Pierre Part,LA,70339,South,16-08-20,"$47,703",Non-Default,28-12-20,681,703,"$17,650"
38694712,CREDIT CARD,387-33-4351,236-566-3988,Arlington,Arlington,Arlington,VA,22246,South,17-11-18,"$68,663",Default,07-08-21,688,702,"$19,226"
38694713,PERSONAL LOAN,010-94-3883,216-320-6673,Jeromesville,Ashland,Jeromesville,OH,44840,Midwest,04-12-20,"$61,250",Default,01-04-21,773,775,"$30,625"
38694714,MORTGAGE,698-16-5182,236-582-4523,Locust Grove,Orange,Locust Grove,VA,22508,South,12-05-21,"$786,514",Default,11-03-21,814,852,"$125,842"
38694715,MORTGAGE,568-99-1468,240-769-2830,Flintstone,Allegany,Flintstone,MD,21530,South,11-01-20,"$402,432",Non-Default,24-08-21,771,768,"$8,049"
38694716,CREDIT CARD,323-11-4371,217-846-2677,Boody,Macon,Boody,IL,62514,Midwest,24-10-18,"$33,798",Non-Default,02-02-21,834,858,"$13,181"
38694717,CREDIT CARD,481-41-2473,203-815-4216,Newington,Hartford,Newington,CT,6111,Northeast,11-02-20,"$66,637",Non-Default,30-10-20,828,855,"$10,662"
38694718,CREDIT CARD,301-15-8167,215-928-2458,East Texas,Lehigh,East Texas,PA,18046,Northeast,03-08-18,"$48,492",Non-Default,03-04-21,832,860,"$13,578"
38694719,MORTGAGE,583-99-9403,229-926-5542,Mansfield,Mansfield,Mansfield,GA,30255,South,07-03-20,"$379,768",Non-Default,12-03-21,808,802,"$144,312"
38694720,CREDIT CARD,522-99-5372,303-406-5530,Byers,Arapahoe,Byers,CO,80103,West,09-05-20,"$66,499",Non-Default,26-02-21,702,716,"$25,935"
38694721,MORTGAGE,535-71-7704,209-803-1678,Kirkwood,Alpine,Kirkwood,CA,95646,West,05-06-20,"$101,448",Non-Default,02-02-21,690,686,"$30,434"
38694722,PERSONAL LOAN,669-48-1239,316-215-6217,Kanorado,Sherman,Kanorado,KS,67741,Midwest,13-12-18,"$158,153",Non-Default,24-08-21,670,685,"$53,772"
38694723,PERSONAL LOAN,268-17-0917,236-230-2645,Saluda,Middlesex,Saluda,VA,23149,South,19-01-21,"$98,272",Non-Default,15-02-21,670,673,"$44,222"
38694724,MORTGAGE,753-07-3883,252-499-6495,Goldsboro,Wayne,Goldsboro,NC,27530,South,02-02-20,"$525,949",Non-Default,14-12-20,700,691,"$262,975"
38694725,CREDIT CARD,367-39-8332,206-721-8626,Ford,Stevens,Ford,WA,99013,West,06-01-19,"$46,374",Default,24-08-21,772,794,"$3,246"
38694726,PERSONAL LOAN,467-99-3188,209-359-0999,Camptonville,Yuba,Camptonville,CA,95922,West,27-07-21,"$100,564",Non-Default,24-04-21,754,792,"$3,017"
38694727,CREDIT CARD,515-31-5153,423-876-4958,Memphis,Shelby,Memphis,TN,38136,South,17-03-18,"$26,833",Default,19-05-21,698,739,$268
38694728,MORTGAGE,628-31-2212,316-704-2017,Marysville,Marshall,Marysville,KS,66555,Midwest,25-09-18,"$302,814",Non-Default,07-06-21,652,649,"$136,266"
38694729,MORTGAGE,611-87-5143,236-427-7133,Hampton,Hampton (city),Hampton,VA,23666,South,20-09-18,"$637,707",Default,25-06-21,681,724,"$153,050"
38694730,CREDIT CARD,155-23-1092,229-501-4496,Cadwell,Laurens,Cadwell,GA,31009,South,22-02-19,"$27,815",Non-Default,24-08-21,714,747,"$11,404"
38694731,CREDIT CARD,002-11-5788,231-988-5802,Grass Lake,Jackson,Grass Lake,MI,49240,Midwest,24-05-19,"$53,457",Non-Default,24-04-21,666,667,"$26,194"
38694732,MORTGAGE,482-41-3451,212-424-1040,Seneca Castle,Ontario,Seneca Castle,NY,14547,Northeast,20-06-20,"$957,190",Non-Default,10-12-20,760,751,"$344,588"
38694733,CREDIT CARD,084-02-5953,808-806-1770,Honolulu,Honolulu,Honolulu,HI,96827,West,04-04-19,"$84,884",Non-Default,24-08-21,840,840,"$11,035"
38694734,CREDIT CARD,416-67-5306,423-807-6905,Philadelphia,Loudon,Philadelphia,TN,37846,South,28-01-21,"$61,952",Default,24-01-21,858,890,"$1,859"
38694735,CREDIT CARD,517-49-6032,231-712-0997,Munising,Alger,Munising,MI,49862,Midwest,27-01-21,"$41,639",Non-Default,24-08-21,822,859,"$9,993"
38694736,CREDIT CARD,463-99-6472,210-689-5009,La Vernia,Wilson,La Vernia,TX,78121,South,22-06-19,"$65,842",Non-Default,05-04-21,712,716,"$22,386"
38694737,MORTGAGE,325-11-0612,210-469-9603,Denton,Denton,Denton,TX,76208,South,18-04-19,"$868,042",Default,24-08-21,750,780,"$52,083"
38694738,PERSONAL LOAN,715-18-4469,201-768-0922,Teterboro,Teterboro,Teterboro,NJ,7699,Northeast,28-01-20,"$67,874",Non-Default,30-11-20,751,765,"$13,575"
38694739,PERSONAL LOAN,136-25-3622,701-622-8863,Marion,LaMoure,Marion,ND,58466,Midwest,28-08-18,"$140,488",Non-Default,24-08-21,678,694,"$5,620"
38694740,MORTGAGE,632-31-0928,252-751-7871,Mebane,Alamance,Mebane,NC,27302,South,24-08-21,"$753,806",Default,11-06-21,849,839,"$30,152"
38694741,CREDIT CARD,289-15-5998,231-549-0208,Portland,Ionia,Portland,MI,48875,Midwest,06-02-19,"$51,379",Default,31-12-20,664,710,"$11,303"
38694742,CREDIT CARD,763-12-0499,219-700-1741,Demotte,Jasper,Demotte,IN,46310,Midwest,01-12-19,"$77,241",Non-Default,17-02-21,672,665,"$17,765"
38694743,MORTGAGE,027-92-5830,236-313-0223,Topping,Middlesex,Topping,VA,23169,South,07-08-21,"$292,459",Non-Default,02-11-20,850,868,$0
38694744,MORTGAGE,164-86-2254,236-788-6070,Boydton,Mecklenburg,Boydton,VA,23917,South,24-08-21,"$307,196",Non-Default,25-07-21,796,799,"$92,159"
38694745,MORTGAGE,137-25-1025,202-907-5651,Washington,District of Columbia,Washington,DC,20044,South,18-12-19,"$351,154",Default,03-11-20,827,827,"$38,627"
38694746,CREDIT CARD,499-29-3596,206-744-7057,Newport,Pend Oreille,Newport,WA,99156,West,19-02-20,"$44,907",Non-Default,07-04-21,751,768,"$22,004"
38694747,CREDIT CARD,667-48-4457,802-509-8392,West Topsham,Orange,West Topsham,VT,5086,Northeast,24-08-21,"$45,542",Default,11-03-21,852,853,"$18,217"
38694748,MORTGAGE,389-33-6665,308-506-8552,Goehner,Seward,Goehner,NE,68364,Midwest,05-04-21,"$164,423",Non-Default,03-02-21,815,855,"$69,058"
38694749,CREDIT CARD,496-29-1633,215-927-0504,Brush Valley,Indiana,Brush Valley,PA,15720,Northeast,02-08-20,"$29,844",Default,19-05-21,867,890,"$4,178"
38694750,CREDIT CARD,187-86-7242,304-867-7066,Lost Creek,Harrison,Lost Creek,WV,26385,South,03-11-19,"$56,376",Non-Default,13-02-21,813,816,"$14,094"
38694751,CREDIT CARD,348-08-0837,401-656-9195,Little Compton,Newport,Little Compton,RI,2837,Northeast,18-04-21,"$40,313",Default,24-08-21,785,793,"$18,947"
38694752,CREDIT CARD,241-99-6158,808-331-6763,Kailua Kona,Hawaii,Kailua Kona,HI,96740,West,02-01-21,"$70,235",Non-Default,14-12-20,863,864,"$22,475"
38694753,CREDIT CARD,143-23-5796,209-820-1837,San Francisco,San Francisco,San Francisco,CA,94101,West,07-09-20,"$92,935",Non-Default,24-08-21,671,681,"$4,647"
38694754,CREDIT CARD,302-15-3200,215-458-4464,Pittsburgh,Allegheny,Pittsburgh,PA,15262,Northeast,10-01-19,"$93,206",Non-Default,14-02-21,678,703,"$40,079"
38694755,MORTGAGE,457-99-0833,239-927-0952,Clearwater,Pinellas,Clearwater,FL,33755,South,13-08-19,"$261,490",Non-Default,07-04-21,781,816,"$31,379"
38694756,MORTGAGE,066-02-3513,231-518-4647,Sterling Heights,Macomb,Sterling Heights,MI,48313,Midwest,24-08-21,"$513,350",Non-Default,27-01-21,722,730,"$118,071"
38694757,MORTGAGE,604-87-8519,228-919-9220,Guntown,Lee,Guntown,MS,38849,South,14-05-18,"$339,911",Non-Default,04-03-21,831,871,"$169,956"
38694758,CREDIT CARD,089-02-6513,405-935-4446,Oklahoma City,Oklahoma City,Oklahoma City,OK,73195,South,14-11-18,"$64,046",Non-Default,19-07-21,732,729,"$23,057"
38694759,MORTGAGE,166-86-9840,216-420-4481,Mansfield,Richland,Mansfield,OH,44906,Midwest,05-03-19,"$888,964",Non-Default,24-08-21,855,896,"$248,910"
38694760,PERSONAL LOAN,079-02-7288,201-844-8649,Jersey City,Hudson,Jersey City,NJ,7309,Northeast,13-04-20,"$176,503",Non-Default,24-08-21,872,911,"$19,415"
38694761,PERSONAL LOAN,057-02-6840,218-385-4725,Garfield,Douglas,Garfield,MN,56332,Midwest,21-05-21,"$198,346",Default,11-06-21,755,767,"$63,471"
38694762,MORTGAGE,551-99-0507,231-538-4706,Onsted,Lenawee,Onsted,MI,49265,Midwest,02-11-20,"$633,163",Non-Default,27-03-21,703,693,"$158,291"
38694763,MORTGAGE,251-99-7786,203-556-3103,Broad Brook,Hartford,Broad Brook,CT,6016,Northeast,17-08-18,"$750,832",Non-Default,28-04-21,727,773,"$112,625"
38694764,CREDIT CARD,379-37-6824,314-615-7716,Dittmer,Jefferson,Dittmer,MO,63023,Midwest,08-11-19,"$44,486",Default,07-01-21,764,784,"$8,007"
38694765,MORTGAGE,142-23-4824,210-703-2920,Corpus Christi,Nueces,Corpus Christi,TX,78405,South,09-11-18,"$235,542",Default,29-11-20,657,650,"$56,530"
38694766,PERSONAL LOAN,696-16-1788,339-233-5440,Weston,Middlesex,Weston,MA,2493,Northeast,23-11-19,"$182,147",Non-Default,24-08-21,875,925,"$7,286"
38694767,CREDIT CARD,032-92-4130,201-882-2639,Mountain Lakes,Morris,Mountain Lakes,NJ,7046,Northeast,03-03-18,"$68,024",Non-Default,24-08-21,884,883,"$27,210"
38694768,MORTGAGE,185-86-7243,262-657-3293,Brookfield,Waukesha,Brookfield,WI,53008,Midwest,24-08-21,"$975,628",Default,12-12-20,727,768,"$400,007"
38694769,MORTGAGE,710-18-8570,217-682-0877,Crossville,White,Crossville,IL,62827,Midwest,03-02-20,"$941,304",Non-Default,15-03-21,823,840,"$122,370"
38694770,CREDIT CARD,531-71-5243,215-293-6796,Ronks,Lancaster,Ronks,PA,17572,Northeast,24-08-21,"$80,194",Non-Default,24-08-21,713,739,"$12,029"
38694771,MORTGAGE,420-67-2859,231-714-2218,Mohawk,Keweenaw,Mohawk,MI,49950,Midwest,10-10-18,"$337,216",Default,25-03-21,672,701,"$64,071"
38694772,CREDIT CARD,128-98-4450,314-493-9188,De Soto,Jefferson,De Soto,MO,63020,Midwest,07-06-19,"$63,198",Non-Default,24-08-21,674,688,"$17,063"
38694773,MORTGAGE,522-99-1210,701-681-0606,Fargo,Cass,Fargo,ND,58109,Midwest,10-08-19,"$465,217",Non-Default,09-03-21,693,740,"$223,304"
38694774,MORTGAGE,338-11-9043,802-916-3554,Waterbury,Washington,Waterbury,VT,5676,Northeast,21-04-18,"$286,804",Default,06-01-21,718,745,"$11,472"
38694775,MORTGAGE,133-98-7495,270-302-4465,Elkfork,Morgan,Elkfork,KY,41421,South,14-06-21,"$464,975",Default,24-08-21,895,904,"$176,691"
38694776,CREDIT CARD,703-18-0128,205-922-6772,Anniston,Calhoun,Anniston,AL,36203,South,25-01-18,"$77,543",Default,11-03-21,714,737,"$11,631"
38694777,PERSONAL LOAN,312-35-7902,270-868-1068,Lexington,Fayette,Lexington,KY,40516,South,07-11-19,"$106,462",Non-Default,12-06-21,742,766,"$48,973"
38694778,CREDIT CARD,655-36-9636,209-299-7756,Felton,Santa Cruz,Felton,CA,95018,West,14-02-21,"$54,910",Non-Default,22-03-21,768,771,"$2,196"
38694779,PERSONAL LOAN,211-84-6089,228-624-2214,Biloxi,Harrison,Biloxi,MS,39531,South,13-11-20,"$45,806",Non-Default,10-01-21,705,703,"$15,116"
38694780,PERSONAL LOAN,026-92-6741,479-810-2446,Hatfield,Polk,Hatfield,AR,71945,South,26-10-20,"$115,902",Non-Default,11-05-21,722,756,"$52,156"
38694781,MORTGAGE,503-45-0841,212-615-9238,Washington Mills,Oneida,Washington Mills,NY,13479,Northeast,24-08-21,"$950,327",Non-Default,28-06-21,748,783,"$266,092"
38694782,CREDIT CARD,007-11-6755,303-445-8816,Mack,Mesa,Mack,CO,81525,West,11-10-20,"$82,481",Default,02-12-20,776,789,"$6,598"
38694783,CREDIT CARD,274-17-6224,217-338-8003,Fisher,Champaign,Fisher,IL,61843,Midwest,15-11-18,"$96,260",Non-Default,09-01-21,829,831,"$45,242"
38694784,MORTGAGE,630-31-2540,339-970-1873,Sheldonville,Norfolk,Sheldonville,MA,2070,Northeast,26-01-19,"$788,308",Non-Default,20-04-21,782,807,"$110,363"
38694785,PERSONAL LOAN,454-99-4248,907-892-3906,Anchorage,Anchorage Municipality,Anchorage,AK,99512,West,03-09-18,"$97,622",Non-Default,19-12-20,867,899,"$44,906"
38694786,CREDIT CARD,205-84-8412,212-680-8649,Cape Vincent,Jefferson,Cape Vincent,NY,13618,Northeast,15-05-19,"$43,145",Non-Default,24-08-21,828,859,$431
38694787,PERSONAL LOAN,765-27-0016,262-827-6871,Cashton,Monroe,Cashton,WI,54619,Midwest,06-09-18,"$54,219",Non-Default,09-06-21,831,840,"$17,350"
38694788,CREDIT CARD,392-33-6551,314-944-3216,Forest City,Holt,Forest City,MO,64451,Midwest,06-09-18,"$63,716",Non-Default,24-08-21,841,851,"$21,663"
38694789,MORTGAGE,756-12-9380,406-895-6359,Canyon Creek,Lewis and Clark,Canyon Creek,MT,59633,West,06-05-19,"$922,289",Non-Default,24-08-21,748,792,"$359,693"
38694790,MORTGAGE,309-37-5902,239-857-1670,Astatula,Lake,Astatula,FL,34705,South,08-08-21,"$341,838",Non-Default,17-04-21,715,733,"$34,184"
38694791,MORTGAGE,639-29-9107,303-599-6358,Denver,Denver,Denver,CO,80223,West,03-02-20,"$769,434",Default,13-05-21,658,677,"$115,415"
38694792,CREDIT CARD,103-02-3584,216-793-7140,Cincinnati,Hamilton,Cincinnati,OH,45252,Midwest,24-08-21,"$50,506",Non-Default,04-02-21,771,797,"$8,586"
38694793,CREDIT CARD,106-98-9523,210-445-0389,Dallas,Dallas,Dallas,TX,75284,South,09-08-20,"$53,685",Non-Default,18-04-21,746,751,"$20,937"
38694794,CREDIT CARD,370-37-8798,216-752-4790,Johnstown,Licking,Johnstown,OH,43031,Midwest,04-03-21,"$83,281",Non-Default,24-08-21,874,877,"$22,486"
38694795,PERSONAL LOAN,514-31-9677,423-488-6502,Westport,Carroll,Westport,TN,38387,South,07-09-20,"$145,425",Non-Default,21-05-21,659,656,"$24,722"
38694796,MORTGAGE,420-67-9230,205-309-6810,Hollytree,Jackson,Hollytree,AL,35751,South,10-06-19,"$707,697",Non-Default,28-05-21,705,735,"$63,693"
38694797,PERSONAL LOAN,004-13-4994,319-387-2282,Des Moines,Polk,Des Moines,IA,50340,Midwest,24-08-21,"$114,520",Default,19-11-20,851,842,"$18,323"
38694798,MORTGAGE,715-18-9958,219-868-7425,Sheridan,Hamilton,Sheridan,IN,46069,Midwest,28-03-18,"$258,587",Non-Default,11-07-21,730,771,"$124,122"
38694799,CREDIT CARD,269-17-7433,229-852-9842,Coleman,Coleman,Coleman,GA,39836,South,13-10-18,"$58,175",Non-Default,13-12-20,736,739,"$8,726"
38694800,MORTGAGE,389-33-4861,406-606-7889,Dayton,Lake,Dayton,MT,59914,West,04-10-19,"$815,964",Non-Default,03-06-21,847,869,"$16,319"
38694801,CREDIT CARD,098-02-8141,215-493-0830,Limeport,Lehigh,Limeport,PA,18060,Northeast,24-08-21,"$45,424",Non-Default,24-08-21,680,717,"$1,363"
38694802,MORTGAGE,423-67-0520,210-231-1490,Austin,Travis,Austin,TX,78785,South,08-12-19,"$187,568",Non-Default,10-04-21,701,749,"$41,265"
38694803,CREDIT CARD,630-31-2614,229-874-1419,Lakemont,Rabun,Lakemont,GA,30552,South,22-10-19,"$41,925",Default,09-06-21,681,713,"$5,870"
38694804,CREDIT CARD,432-99-2630,308-623-8542,Bayard,Morrill,Bayard,NE,69334,Midwest,24-04-19,"$74,180",Non-Default,26-04-21,885,893,"$13,352"
38694805,CREDIT CARD,465-99-8345,304-458-7318,Charleston,Kanawha,Charleston,WV,25302,South,11-09-19,"$54,487",Non-Default,08-01-21,814,855,"$7,083"
38694806,MORTGAGE,334-11-4902,212-693-1397,Godeffroy,Orange,Godeffroy,NY,12739,Northeast,25-09-18,"$369,749",Non-Default,25-06-21,758,752,"$136,807"
38694807,MORTGAGE,118-98-4990,405-262-8768,Tulsa,Tulsa,Tulsa,OK,74146,South,15-11-20,"$753,047",Default,05-03-21,715,709,"$158,140"
38694808,MORTGAGE,115-98-0472,228-925-9432,Tupelo,Lee,Tupelo,MS,38801,South,24-08-19,"$852,476",Non-Default,25-04-21,716,730,"$230,169"
38694809,MORTGAGE,141-23-7016,262-602-5540,Eau Claire,Eau Claire,Eau Claire,WI,54702,Midwest,25-07-18,"$250,819",Default,24-08-21,739,782,"$75,246"
38694810,CREDIT CARD,034-92-5804,215-731-4060,Philadelphia,Philadelphia,Philadelphia,PA,19185,Northeast,22-01-19,"$78,818",Non-Default,29-06-21,736,731,"$30,739"
38694811,CREDIT CARD,343-11-8863,308-249-1933,Nemaha,Nemaha,Nemaha,NE,68414,Midwest,27-02-21,"$70,766",Non-Default,24-08-21,882,877,"$7,077"
38694812,PERSONAL LOAN,380-37-7102,217-601-3724,Dorsey,Madison,Dorsey,IL,62021,Midwest,18-12-19,"$165,058",Non-Default,24-08-21,722,758,"$13,205"
38694813,CREDIT CARD,126-98-2598,215-272-1782,Philadelphia,Philadelphia,Philadelphia,PA,19117,Northeast,06-09-19,"$91,854",Default,12-01-21,675,693,"$1,837"
38694814,CREDIT CARD,134-98-9208,215-348-8895,State Line,Franklin,State Line,PA,17263,Northeast,13-10-18,"$60,796",Non-Default,24-08-21,819,827,"$2,432"
38694815,MORTGAGE,751-18-8067,229-294-3450,Savannah,Chatham,Savannah,GA,31405,South,24-11-20,"$795,894",Default,14-06-21,836,837,"$222,850"
38694816,CREDIT CARD,552-99-7018,316-965-7080,Chautauqua,Chautauqua,Chautauqua,KS,67334,Midwest,18-03-20,"$78,410",Non-Default,22-05-21,754,791,"$31,364"
38694817,CREDIT CARD,337-11-5562,423-838-4833,Vanleer,Dickson,Vanleer,TN,37181,South,01-03-21,"$88,155",Non-Default,24-04-21,727,766,"$2,645"
38694818,MORTGAGE,767-02-9377,228-970-7815,Gulfport,Harrison,Gulfport,MS,39502,South,28-01-21,"$287,425",Default,12-11-20,754,784,"$97,725"
38694819,MORTGAGE,022-92-0966,339-979-8358,Groton,Middlesex,Groton,MA,1471,Northeast,16-01-21,"$660,990",Non-Default,19-02-21,809,800,"$72,709"
38694820,MORTGAGE,583-99-5498,802-557-7667,Morgan,Orleans,Morgan,VT,5853,Northeast,09-11-19,"$241,161",Non-Default,14-08-21,865,890,"$118,169"
38694821,PERSONAL LOAN,396-33-3415,225-395-5983,Addis,West Baton Rouge,Addis,LA,70710,South,25-10-18,"$158,143",Non-Default,21-02-21,781,777,"$61,676"
38694822,PERSONAL LOAN,756-12-3855,319-248-5235,La Motte,Jackson,La Motte,IA,52054,Midwest,04-01-21,"$57,001",Non-Default,29-04-21,710,731,"$3,990"
38694823,CREDIT CARD,036-74-5455,216-514-4197,Englewood,Montgomery,Englewood,OH,45322,Midwest,26-10-20,"$39,900",Default,25-04-21,843,851,"$3,192"
38694824,CREDIT CARD,318-11-3601,270-842-6147,Hestand,Monroe,Hestand,KY,42151,South,24-08-21,"$62,188",Non-Default,24-08-21,753,758,"$5,597"
38694825,PERSONAL LOAN,382-37-5693,401-865-9020,Glendale,Providence,Glendale,RI,2826,Northeast,15-08-18,"$153,351",Non-Default,24-08-21,689,692,"$65,941"
38694826,PERSONAL LOAN,751-18-8467,270-261-8067,Woodbine,Knox,Woodbine,KY,40771,South,01-11-20,"$148,843",Non-Default,24-08-21,881,904,"$20,838"
38694827,PERSONAL LOAN,415-99-3960,701-231-1006,Doyon,Doyon,Doyon,ND,58328,Midwest,24-08-21,"$57,418",Non-Default,25-11-20,876,887,"$10,335"
38694828,MORTGAGE,235-57-3169,210-408-5685,El Paso,El Paso,El Paso,TX,79980,South,09-04-19,"$686,912",Non-Default,15-05-21,890,905,"$171,728"
38694829,CREDIT CARD,049-15-8962,229-594-0236,Hull,Madison,Hull,GA,30646,South,04-08-19,"$56,973",Non-Default,15-11-20,830,839,"$26,777"
38694830,MORTGAGE,109-98-2319,215-610-5727,Harrisburg,Dauphin,Harrisburg,PA,17129,Northeast,25-06-21,"$869,025",Non-Default,03-11-20,692,713,"$130,354"
38694831,CREDIT CARD,103-02-8440,406-288-1324,Roscoe,Carbon,Roscoe,MT,59071,West,14-07-19,"$93,720",Non-Default,15-06-21,841,885,"$43,111"
38694832,PERSONAL LOAN,688-24-1824,231-271-1946,Detroit,Wayne,Detroit,MI,48213,Midwest,28-03-20,"$75,352",Default,24-08-21,674,719,"$26,373"
38694833,PERSONAL LOAN,369-39-1824,505-451-8416,Seneca,Union,Seneca,NM,88437,West,15-11-19,"$83,369",Non-Default,24-08-21,663,702,"$29,179"
38694834,MORTGAGE,014-94-2799,212-522-0128,De Lancey,Delaware,De Lancey,NY,13752,Northeast,19-05-19,"$437,422",Non-Default,24-08-21,727,718,"$218,711"
